k	Emb         Distance		acc	        prec_wt	    rec_wt      f1_wt       prec_mi	    rec_mi      f1_mi       prec_ma	    rec_ma      f1_ma       time
40	VIT   		Euclidean		0.1572		0.234		0.309		0.218		0.157		0.309		0.208		0.18		0.367		0.171		2.35
40	ResNet		Euclidean		0.204		0.308		0.367		0.288		0.204		0.367		0.262		0.218		0.453		0.216		2.24
41	VIT   		CosineSim		0.1739		0.247		0.321		0.227		0.174		0.321		0.226		0.196		0.386		0.185		5.46
41	ResNet		CosineSim		0.194		0.274		0.362		0.271		0.194		0.362		0.253		0.195		0.412		0.208		5.27
41	VIT   		Manhattan		0.1739		0.273		0.371		0.25		0.174		0.371		0.237		0.162		0.459		0.166		1.9
41	ResNet		Manhattan		0.2241		0.372		0.364		0.304		0.224		0.364		0.277		0.256		0.429		0.227		1.8
41	VIT   		Euclidean		0.1538		0.23		0.303		0.213		0.154		0.303		0.204		0.178		0.363		0.168		2.38
41	ResNet		Euclidean		0.1973		0.286		0.358		0.274		0.197		0.358		0.254		0.204		0.438		0.208		2.24
42	VIT   		CosineSim		0.1706		0.241		0.315		0.221		0.171		0.315		0.221		0.198		0.343		0.186		5.46
42	ResNet		CosineSim		0.1973		0.285		0.373		0.283		0.197		0.373		0.258		0.203		0.423		0.217		5.23
42	VIT   		Manhattan		0.1706		0.266		0.362		0.242		0.171		0.362		0.232		0.16		0.44		0.164		1.96
42	ResNet		Manhattan		0.2241		0.373		0.368		0.306		0.224		0.368		0.279		0.259		0.434		0.228		1.83
42	VIT   		Euclidean		0.1639		0.235		0.325		0.226		0.164		0.325		0.218		0.175		0.375		0.172		2.41
42	ResNet		Euclidean		0.1973		0.285		0.353		0.273		0.197		0.353		0.253		0.204		0.412		0.205		2.28
43	VIT   		CosineSim		0.1706		0.247		0.323		0.227		0.171		0.323		0.223		0.201		0.348		0.188		5.49
43	ResNet		CosineSim		0.1906		0.287		0.37		0.282		0.191		0.37		0.252		0.202		0.413		0.214		5.23
43	VIT   		Manhattan		0.1739		0.265		0.371		0.246		0.174		0.371		0.237		0.163		0.456		0.17		1.95
43	ResNet		Manhattan		0.2308		0.382		0.379		0.316		0.231		0.379		0.287		0.266		0.431		0.24		1.85
43	VIT   		Euclidean		0.1706		0.252		0.359		0.243		0.171		0.359		0.231		0.186		0.417		0.185		2.44
43	ResNet		Euclidean		0.2074		0.317		0.36		0.287		0.207		0.36		0.263		0.233		0.429		0.226		2.31
44	VIT   		CosineSim		0.1672		0.246		0.316		0.225		0.167		0.316		0.219		0.2		    0.345		0.187		5.45
44	ResNet		CosineSim		0.1906		0.279		0.373		0.281		0.191		0.373		0.252		0.193		0.419		0.209		5.22
44	VIT   		Manhattan		0.1773		0.273		0.379		0.254		0.177		0.379		0.241		0.169		0.45		0.177		1.97
44	ResNet		Manhattan		0.2308		0.369		0.383		0.315		0.231		0.383		0.288		0.256		0.435		0.239		1.87
44	VIT   		Euclidean		0.1706		0.241		0.345		0.232		0.171		0.345		0.228		0.188		0.408		0.187		2.44
44	ResNet		Euclidean		0.2074		0.31		0.36		0.281		0.207		0.36		0.263		0.238		0.418		0.231		2.35
45	VIT   		CosineSim		0.1739		0.257		0.333		0.236		0.174		0.333		0.229		0.204		0.367		0.191		5.55
45	ResNet		CosineSim		0.1906		0.273		0.368		0.276		0.191		0.368		0.251		0.19		0.413		0.206		5.31
45	VIT   		Manhattan		0.1773		0.272		0.379		0.253		0.177		0.379		0.241		0.171		0.452		0.179		2.09
45	ResNet		Manhattan		0.2375		0.386		0.388		0.32		0.237		0.388		0.295		0.278		0.443		0.254		1.92
45	VIT   		Euclidean		0.1672		0.256		0.352		0.242		0.167		0.352		0.227		0.204		0.394		0.196		2.45
45	ResNet		Euclidean		0.2107		0.331		0.362		0.288		0.211		0.362		0.266		0.253		0.417		0.241		2.33
46	VIT   		CosineSim		0.1739		0.26		0.342		0.242		0.174		0.342		0.231		0.196		0.374		0.191		5.54
46	ResNet		CosineSim		0.1873		0.27		0.361		0.272		0.187		0.361		0.247		0.189		0.41		0.204		5.28
46	VIT   		Manhattan		0.1773		0.272		0.379		0.254		0.177		0.379		0.241		0.171		0.452		0.179		2.03
46	ResNet		Manhattan		0.2375		0.388		0.384		0.318		0.237		0.384		0.293		0.284		0.432		0.257		1.91
46	VIT   		Euclidean		0.1572		0.196		0.348		0.22		0.157		0.348		0.217		0.165		0.392		0.179		2.55
46	ResNet		Euclidean		0.2107		0.33		0.36		0.287		0.211		0.36		0.266		0.249		0.41		0.236		2.32
47	VIT   		CosineSim		0.1773		0.267		0.349		0.246		0.177		0.349		0.235		0.205		0.377		0.195		5.53
47	ResNet		CosineSim		0.2007		0.297		0.382		0.288		0.201		0.382		0.263		0.207		0.422		0.215		5.36
47	VIT   		Manhattan		0.1706		0.247		0.375		0.245		0.171		0.375		0.234		0.155		0.452		0.173		2.1
47	ResNet		Manhattan		0.2375		0.39		0.388		0.319		0.237		0.388		0.295		0.287		0.438		0.259		1.97
47	VIT   		Euclidean		0.1572		0.203		0.356		0.226		0.157		0.356		0.218		0.167		0.409		0.18		2.51
47	ResNet		Euclidean		0.2074		0.321		0.354		0.28		0.207		0.354		0.262		0.245		0.407		0.233		2.44
48	VIT   		CosineSim		0.1806		0.27		0.358		0.251		0.181		0.358		0.24		0.21		0.391		0.202		5.5
48	ResNet		CosineSim		0.194		0.273		0.377		0.278		0.194		0.377		0.256		0.191		0.42		0.208		5.34
48	VIT   		Manhattan		0.1706		0.243		0.381		0.245		0.171		0.381		0.236		0.152		0.455		0.176		2.06
48	ResNet		Manhattan		0.2408		0.395		0.393		0.325		0.241		0.393		0.299		0.295		0.432		0.267		1.96
48	VIT   		Euclidean		0.1605		0.209		0.364		0.231		0.161		0.364		0.223		0.173		0.427		0.188		2.53
48	ResNet		Euclidean		0.2074		0.328		0.358		0.282		0.207		0.358		0.263		0.257		0.405		0.239		2.38
49	VIT   		CosineSim		0.1806		0.261		0.358		0.246		0.181		0.358		0.24		0.202		0.386		0.195		5.55
49	ResNet		CosineSim		0.1873		0.273		0.368		0.27		0.187		0.368		0.248		0.177		0.415		0.192		5.34
49	VIT   		Manhattan		0.1672		0.238		0.373		0.239		0.167		0.373		0.231		0.149		0.438		0.172		2.11
49	ResNet		Manhattan		0.2441		0.398		0.403		0.332		0.244		0.403		0.304		0.308		0.448		0.282		2.0
49	VIT   		Euclidean		0.1605		0.203		0.353		0.224		0.161		0.353		0.221		0.173		0.427		0.188		2.58
49	ResNet		Euclidean		0.204		0.328		0.357		0.285		0.204		0.357		0.26		0.25		0.394		0.234		2.44
50	VIT   		CosineSim		0.1739		0.248		0.349		0.234		0.174		0.349		0.232		0.185		0.389		0.179		5.68
50	ResNet		CosineSim		0.1839		0.263		0.35		0.258		0.184		0.35		0.241		0.171		0.404		0.184		5.39
50	VIT   		Manhattan		0.1605		0.232		0.361		0.232		0.161		0.361		0.222		0.142		0.425		0.163		2.09
50	ResNet		Manhattan		0.2408		0.405		0.407		0.336		0.241		0.407		0.303		0.315		0.458		0.288		2.04
50	VIT   		Euclidean		0.1605		0.204		0.353		0.225		0.161		0.353		0.221		0.17		0.437		0.184		2.56
50	ResNet		Euclidean		0.204		0.334		0.367		0.291		0.204		0.367		0.262		0.253		0.42		0.241		2.44

6	VIT   		Euclidean		0.224		0.307		0.327		0.287		0.224		0.327		0.266		0.208		0.447		0.204		2.39
6	VIT   		Euclidean		0.269		0.376		0.352		0.331		0.269		0.352		0.305		0.256		0.428		0.227		0.03
6	VIT   		Euclidean		0.267		0.361		0.348		0.32		0.267		0.348		0.302		0.239		0.425		0.222		0.03
6	VIT   		Euclidean		0.275		0.325		0.355		0.318		0.275		0.355		0.31		0.219		0.417		0.216		0.03
6	VIT   		Euclidean		0.275		0.325		0.355		0.318		0.275		0.355		0.31		0.219		0.417		0.216		0.03
6	VIT   		Euclidean		0.267		0.353		0.358		0.317		0.267		0.358		0.306		0.234		0.45		0.224		0.03
6	VIT   		Euclidean		0.259		0.33		0.332		0.298		0.259		0.332		0.291		0.221		0.431		0.211		0.03
6	VIT   		Euclidean		0.232		0.344		0.316		0.289		0.232		0.316		0.268		0.243		0.435		0.218		0.03
6	VIT   		Euclidean		0.243		0.295		0.319		0.279		0.243		0.319		0.276		0.219		0.449		0.218		0.03

6	VIT   		Euclidean		0.207		0.313		0.312		0.28		0.207		0.312		0.249		0.174		0.424		0.164		2.53
6	VIT   		Euclidean		0.232		0.336		0.319		0.295		0.232		0.319		0.269		0.224		0.404		0.209		0.03

6	VIT   		Euclidean		0.272		0.356		0.363		0.326		0.272		0.363		0.311		0.226		0.401		0.212		0.03

1	VIT   		CosineSim		0.201		0.266		0.276		0.247		0.201		0.276		0.233		0.171		0.437		0.165		5.99
1	VIT   		Manhattan		0.194		0.321		0.279		0.269		0.194		0.279		0.229		0.199		0.412		0.174		1.81
1	VIT   		Euclidean		0.197		0.27		0.278		0.249		0.197		0.278		0.231		0.178		0.429		0.172		2.1
